NAME,DESCRIPTION,CTRL,CIP,FDR,AveExpr,P value,CTRL1,CTRL2,CTRL3,CIP1,CIP2,CIP3,CTRL1 CPM,CTRL2 CPM,CTRL3 CPM,CIP1 CPM,CIP2 CPM,CIP3 CPM
,hypothetical protein,0,-1.60777309791571,0.000392068152790357,5.1306809154239,0.0000333852604824146,2221,1375,485,259,281,349,57.692,81.752,38.826,19.128,23.238,22.564
,hypothetical protein,0,-1.33706467871117,0.000397608861904737,7.70409529405672,0.0000339275966961466,12274,5999,3269,1618,2067,2090,318.824,356.675,261.693,119.493,170.936,135.123
pepP,aminopeptidase,0,-1.26246245803721,0.000398203964520808,8.90547347951324,0.0000340490173672219,23439,14562,7771,4119,3876,5879,608.841,865.793,622.092,304.197,320.535,380.090
hscB,co-chaperone HscB,0,-1.27994184512735,0.000400741957586505,6.17044584424437,0.0000343551872701363,3990,2194,1052,634,545,896,103.642,130.446,84.216,46.822,45.070,57.928
,hypothetical protein,0,1.82955398620584,0.000400741957586505,1.71832898448909,0.0000344082149142928,65,24,20,109,87,82,1.688,1.427,1.601,8.050,7.195,5.301
pyrB,aspartate carbamoyltransferase,0,-1.0752569958232,0.000400796891880292,7.14643613876427,0.000034484032741164,7203,3844,2057,1384,1318,1592,187.102,228.548,164.669,102.211,108.995,102.926
xylL,"1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase",0,1.28119633118063,0.000412705793975413,2.30838365995164,0.0000355818726045859,99,58,35,127,91,125,2.572,3.448,2.802,9.379,7.525,8.082
,hypothetical protein,0,1.01390209966259,0.000418561858686709,4.71429319069508,0.000036235264686733,603,350,191,561,517,569,15.663,20.809,15.290,41.431,42.755,36.787
mmsA,methylmalonate-semialdehyde dehydrogenase,0,1.37088280817934,0.000418561858686709,8.17934111894383,0.0000361902042239294,5129.16,3033.59,2407,7928,6514.4,6280.17,133.233,180.364,192.688,585.500,538.724,406.027
nirM,cytochrome C-551,0,-1.07341634670667,0.000419327113451377,4.55420077097989,0.0000364502901527718,1230,603,343,234,224,256,31.950,35.852,27.458,17.281,18.524,16.551
,Fanconi-associated nuclease,0,1.12643248884072,0.000419327113451377,6.48164633409514,0.0000364064618375524,1885,1108,684,2043,1974,1807,48.964,65.877,54.756,150.880,163.245,116.827
recJ,single-stranded-DNA-specific exonuclease RecJ,0,-1.09108438073464,0.000421814385137097,5.96773236274238,0.0000367413274973061,2828,1792,970,596,510,821,73.459,106.545,77.651,44.016,42.176,53.079
,16S ribosomal RNA methyltransferase RsmE,0,-0.969316386344695,0.000423409916878556,5.20362754294051,0.0000369554158425137,1603,877,628,347,362,460,41.639,52.143,50.273,25.627,29.936,29.740
,hypothetical protein,0,-2.6690774371793,0.000424613279647106,0.498937072712071,0.000037211098127669,113,46,57,11,5,8,2.935,2.735,4.563,0.812,0.413,0.517
aroQ1,3-dehydroquinate dehydratase,0,-1.55359361270809,0.000424613279647106,7.56535206100852,0.0000371941274243776,10072,5370,4038,1287,1319,2548,261.626,319.277,323.254,95.048,109.078,164.734
,ABC transporter permease,0,1.42077574564347,0.000425750289808852,5.07535666618774,0.0000373862681311658,744,383,196,1028,617,844,19.326,22.772,15.690,75.920,51.024,54.566
,hypothetical protein,0,-1.26262222809664,0.000426436269311879,4.46990239014205,0.0000375221553270697,1007,645,401,158,217,269,26.157,38.349,32.101,11.669,17.945,17.391
amiC,aliphatic amidase expression-regulating protein,0,1.23806907313078,0.00042952545081441,5.32063028161015,0.0000378701701356682,885,545,234,948,804,965,22.988,32.403,18.732,70.012,66.489,62.389
,hypothetical protein,0,-1.17988368260442,0.000435333161942968,5.62406813623863,0.0000384594491125773,2212,1496,796,386,474,609,57.458,88.946,63.722,28.507,39.199,39.373
hisC2,histidinol-phosphate aminotransferase,0,-1.43454882359222,0.000439220106877,4.61519309562099,0.0000388807580861492,1539,782,351,186,193,290,39.976,46.494,28.099,13.737,15.961,18.749
lipC,lipase LipC,0,1.27668727969453,0.000440408499408993,3.37311147746625,0.000039064085454053,244,125,59,258,201,266,6.338,7.432,4.723,19.054,16.622,17.197
,ATP-dependent DNA helicase,0,1.61866494141017,0.000449495733122669,8.05032508081738,0.0000399498602615677,5580,3165,1298,7271,6915,6162,144.944,188.177,103.909,536.979,571.853,398.387
,hypothetical protein,0,1.53136899600698,0.000449545811956259,6.07840021665891,0.000040077803041758,1193,542,626,1906,1432,1760,30.989,32.225,50.113,140.762,118.423,113.788
hmgA,"homogentisate 1,2-dioxygenase",0,1.11455759847818,0.000449545811956259,8.09743760098516,0.0000401138093691677,5553,3046,2434,5747,5329,6853,144.242,181.102,194.849,424.428,440.695,443.061
,"2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",0,-1.11868145209706,0.000454520653916114,8.26768924574345,0.0000406779376283287,13989,7400,5782,2788,2876,3655,363.372,439.972,462.866,205.900,237.838,236.304
,tRNA-Leu,0,-1.58506770782044,0.000454520653916114,2.76815669754838,0.0000407996187478363,407,167,156,70,43,62,10.572,9.929,12.488,5.170,3.556,4.008
,chemotaxis transducer,0,1.06635282208858,0.000454520653916114,8.11612535292577,0.0000407594953216252,6150,3122,2364,5580,5492,6714,159.750,185.621,189.245,412.095,454.174,434.075
,carbamoyl transferase,0,1.05493275176958,0.000455750216506996,3.25673609890835,0.0000409908390578405,200,132,70,200,189,219,5.195,7.848,5.604,14.770,15.630,14.159
,hypothetical protein,0,1.02235998546232,0.000456559403941045,4.66047900743582,0.0000411451551041868,526,318,215,548,514,525,13.663,18.907,17.211,40.471,42.506,33.942
gbt,glycine betaine transmethylase,0,-1.30937383421471,0.000456559403941045,7.18742940907157,0.0000412256052166031,8520,4234,2207,1223,1090,1848,221.312,251.735,176.677,90.321,90.140,119.477
,hypothetical protein,0,-1.10228095846875,0.000460995164314474,6.25636072510667,0.0000417079180060993,3600,2279,1109,715,768,816,93.512,135.499,88.779,52.804,63.512,52.756
trxB2,thioredoxin reductase,0,1.14446747461699,0.000463150978504707,6.71195336159936,0.0000419851250693464,2092.15,1503,717,2032.31,2075,2854.33,54.345,89.362,57.398,150.090,171.597,184.539
,hypothetical protein,0,1.06467843705667,0.000463852958734363,3.29826835036812,0.0000421310475203111,219,112,82,221,172,238,5.689,6.659,6.564,16.321,14.224,15.387
,hypothetical protein,0,1.32232305397885,0.000464697403799868,3.56157832031777,0.0000422901841669917,236,145,77,239,217,399,6.130,8.621,6.164,17.651,17.945,25.796
,hypothetical protein,0,1.28681503539331,0.000466912870546752,5.13358950059185,0.0000425746346391752,553,468,283,865,755,797,14.364,27.825,22.655,63.882,62.437,51.528
fleR,two-component response regulator,0,-1.20121919223545,0.000467414185960637,6.8215224064731,0.0000427929650229679,6104,3455,1571,1052,1039,1182,158.555,205.419,125.763,77.692,85.923,76.419
,hypothetical protein,0,1.47190409603352,0.000467414185960637,3.19998357781864,0.0000428691030941368,203,117,42,225,217,247,5.273,6.956,3.362,16.617,17.945,15.969
,gluconate dehydrogenase,0,-1.67340601738031,0.000467414185960637,7.19183368604579,0.0000427118408787552,11636,5164,2013,1208,1027,1331,302.252,307.029,161.147,89.213,84.930,86.052
,hypothetical protein,0,-1.07174349967124,0.000471382622071961,4.88539432910858,0.0000433166929631499,1260,721,558,261,269,381,32.729,42.868,44.670,19.275,22.246,24.632
,hypothetical protein,0,1.63669540719771,0.00047261652259194,4.99470725403079,0.000043513921452052,509,265,285,1043,709,752,13.222,15.756,22.815,77.028,58.632,48.618
,hypothetical protein,0,1.06738272130381,0.000473662872803754,5.33825557887571,0.0000443665064467593,850,531,311,932,832,821,22.079,31.571,24.896,68.830,68.804,53.079
,amino acid APC family transporter,0,0.997778268778801,0.000473662872803754,3.85793739729447,0.0000438790659472816,308,192,117,306,288,308,8.000,11.415,9.366,22.599,23.817,19.913
,hypothetical protein,0,1.00743237438568,0.000473662872803754,6.4870399483713,0.0000440289304551303,2132,1069,716,1821,1524,2351,55.380,63.558,57.318,134.485,126.031,151.997
,hypothetical protein,0,1.04174993038775,0.000473662872803754,4.65977149951478,0.0000437579332356952,521,320,211,549,529,519,13.533,19.026,16.891,40.545,43.747,33.554
,hypothetical protein,0,1.25380519479595,0.000473662872803754,6.09290253155835,0.0000442357847961416,1640,860,395,1618,1423,1610,42.600,51.132,31.621,119.493,117.678,104.090
,hypothetical protein,0,-1.40800113828514,0.000473662872803754,8.26243366185311,0.0000439170279570138,17500,8996,5185,2474,2116,4016,454.572,534.863,415.075,182.710,174.988,259.643
phzG2,pyridoxamine 5'-phosphate oxidase,0,1.60133781834562,0.000473662872803754,3.56436988444803,0.0000443630049137116,254.99,134.446,55,353,302.991,273,6.624,7.994,4.403,26.070,25.057,17.650
,short-chain dehydrogenase,0,1.06863581827313,0.000473662872803754,4.75746268755307,0.000044206536004661,625,356,187,624,526,583,16.235,21.166,14.970,46.084,43.499,37.692
cioA,cyanide insensitive terminal oxidase,0,-1.52482072737773,0.000473662872803754,9.79955112757374,0.0000443164477327631,51471,27432,15862,6919,5910,11201,1336.988,1630.988,1269.800,510.983,488.742,724.169
,oxidoreductase,0,0.982434643489042,0.000474140941178223,4.29576729143306,0.0000448318470193353,418,250,168,431,369,417,10.858,14.864,13.449,31.830,30.515,26.960
phzE2,phenazine biosynthesis protein PhzE,0,1.80361661365733,0.000474140941178223,4.13507186377761,0.0000447656302497837,351,202,71.5,605,462.5,419,9.117,12.010,5.724,44.681,38.248,27.089
,"quercetin 2,3-dioxygenase",0,0.992677632248133,0.000474140941178223,5.64678600143322,0.0000447966314671374,1181,636,384,1098,977,1043,30.677,37.814,30.740,81.090,80.795,67.432
phzE1,phenazine biosynthesis protein PhzE,0,1.80361661365733,0.000474140941178223,4.13507186377761,0.0000447656302497837,351,202,71.5,605,462.5,419,9.117,12.010,5.724,44.681,38.248,27.089
,hypothetical protein,0,-1.13519222961558,0.000474140941178223,8.22805169169849,0.0000446823470177029,13641,8009,5170,2534,3038,3421,354.333,476.180,413.874,187.141,251.235,221.175
,transporter,0,1.20972656853304,0.000476168149821532,5.16346102027117,0.0000451079992912361,704,351,342,831,680,904,18.287,20.869,27.378,61.371,56.234,58.446
atuB,citronellol catabolism dehydrogenase,0,1.45880328222485,0.000477540976477825,2.79098488752548,0.0000453227643100295,152,78,37,173,126,228,3.948,4.638,2.962,12.776,10.420,14.741
pelF,pellicle/biofilm biosynthesis glycosyltransferase PelF,0,1.01344321067752,0.000484323705091486,4.27873434553723,0.0000462069087953639,398,238,174,356,378,489,10.338,14.150,13.929,26.291,31.260,31.615
,hypothetical protein,0,1.13953424012998,0.000484323705091486,4.36351430251392,0.0000462357404071873,473,223,162,504,342,524,12.286,13.259,12.969,37.221,28.283,33.878
phuT,heme-transporter PhuT,0,1.0452759400833,0.000484323705091486,4.3649778176783,0.0000463101786489819,454,260,160,492,386,433,11.793,15.458,12.808,36.335,31.921,27.994
,hypothetical protein,0,1.85121568771599,0.000484323705091486,10.8614894836765,0.0000461053921151104,27668,13901,15273,60414,41624,57511,718.692,826.493,1222.649,4461.704,3442.199,3718.212
zwf,glucose-6-phosphate 1-dehydrogenase,0,-1.06914444364443,0.000494518315710341,6.77798438095464,0.0000474604237713845,5432,3024,1594,989,1106,1247,141.099,179.794,127.604,73.040,91.463,80.621
,hypothetical protein,0,-1.79854814005633,0.000494518315710341,7.13490962446638,0.0000474598894575048,6910,3892,4172,834,992,1698,179.491,231.401,333.981,61.593,82.036,109.779
,transcriptional regulator,0,1.26040474613747,0.000498721870531743,5.92968124456112,0.00004795232461029,1078,665,549,1586,1277,1314,28.002,39.538,43.949,117.130,105.605,84.953
,hypothetical protein,0,1.15441299566054,0.000499081692297049,6.26369303338832,0.0000480754583851867,1656,793,671,1771,1665,1618,43.016,47.148,53.716,130.792,137.691,104.607
,ATP-dependent RNA helicase,0,-1.1066191645902,0.000503155122120379,6.6662632377506,0.0000485571024363112,5094,2807,1507,874,906,1315,132.319,166.892,120.640,64.547,74.924,85.018
,hypothetical protein,0,1.27472967310786,0.000506501546612836,5.58143489846699,0.0000489699029455376,955,510,386,981,1293,1031,24.807,30.322,30.900,72.449,106.928,66.656
,hypothetical protein,0,1.4156024313733,0.000508295723126046,3.08845360124845,0.0000492335399728262,152,79,78,186,157,277,3.948,4.697,6.244,13.737,12.984,17.909
,acyltransferase,0,-1.21466763528022,0.000514988166794692,5.57373042203909,0.0000499731288339004,2583,1397,686,409,381,617,67.095,83.060,54.916,30.206,31.508,39.890
aprF,alkaline protease secretion protein AprF,0,1.29374985466164,0.000518566297986598,4.30001592012464,0.0000505075449734456,351,218,169,519,437,404,9.117,12.961,13.529,38.329,36.139,26.119
accD,acetyl-CoA carboxylase carboxyltransferase subunit beta,0,-1.18024416746101,0.000518566297986598,8.29084732900469,0.0000505963214285309,14326,8549,5481,2651,2616,4149,372.126,508.286,438.770,195.782,216.337,268.242
,GTP-dependent nucleic acid-binding protein EngD,0,-1.18361977789021,0.000518566297986598,7.33200091959046,0.000050553673746424,8342,4234,2637,1459,1221,2157,216.688,251.735,211.100,107.750,100.974,139.455
gmd,"GDP-mannose 4,6-dehydratase",0,1.11949568224093,0.000518685573620833,6.80611245766862,0.0000506999735790454,2539,1401,797,2709,2293,2280,65.952,83.297,63.802,200.065,189.625,147.407
,hypothetical protein,0,1.01148762815374,0.000518898413313692,4.35275634038162,0.0000508128302553056,470,234,174,445,405,428,12.209,13.913,13.929,32.864,33.492,27.671
idh,isocitrate dehydrogenase,0,-1.71402750269434,0.000519051439130886,10.2194592127776,0.0000510505457230652,79589,43137,19413,7203,9779,12529,2067.369,2564.739,1554.069,531.957,808.698,810.027
,acyl-CoA thiolase,0,-1.2010014961199,0.000519051439130886,5.46841195053281,0.000051023226079414,2339,1351,619,412,438,435,60.757,80.325,49.553,30.427,36.221,28.124
,acetyltransferase,0,1.52942642113367,0.000519051439130886,6.41507604122877,0.000051104053347107,1963,1043,400,2320,1789,2321,50.990,62.012,32.021,171.337,147.946,150.058
hcnA,hydrogen cyanide synthase subunit HcnA,0,0.949961982805913,0.000522033693570854,3.9789808243285,0.000051490284482064,340,198,140,309,276,387,8.832,11.772,11.207,22.820,22.824,25.020
hisG,ATP phosphoribosyltransferase,0,-1.31534631053222,0.000522581962297094,7.46538394868848,0.0000516370681212491,9931,5352,2681,1482,1290,2288,257.963,318.207,214.622,109.449,106.680,147.924
,hypothetical protein,0,1.48445871310346,0.000525931386702635,7.80912699311965,0.0000520613293915328,4780,2421,1345,5358,3739,8352,124.163,143.942,107.671,395.700,309.206,539.975
,ring-cleaving dioxygenase,0,0.937822336379624,0.000527989554461388,4.91507497413983,0.0000523587299882767,674,392,252,656,557,631,17.508,23.307,20.173,48.447,46.062,40.796
,anaerobic nitric oxide reductase transcriptional regulator,0,1.28262041663063,0.000529597281234919,6.21011859049815,0.0000527060625816551,1611,774,553,2177,1293,1733,41.847,46.019,44.269,160.776,106.928,112.042
,frataxin-like protein,0,1.18264581461435,0.000529597281234919,5.60164480418468,0.0000526961773231174,830,559,465,1083,986,1161,21.560,33.236,37.225,79.982,81.540,75.061
,hypothetical protein,0,0.971335160463857,0.000533949217258948,4.91399790767311,0.000053234056016662,616,391,267,589,524,770,16.001,23.247,21.374,43.499,43.333,49.782
,hypothetical protein,0,-1.11633128563502,0.000533949217258948,7.58993841174504,0.0000533286161640568,9429,4782,3284,1801,2046,1918,244.924,284.317,262.894,133.008,169.199,124.003
cifR,CifR protein,0,1.56188122109741,0.000533955213852487,5.79653630247316,0.0000534239383737454,1141,714,267,1658,1302,1281,29.638,42.451,21.374,122.447,107.672,82.819
,resistance-nodulation-cell division (RND) efflux membrane fusion protein,0,1.09275129429653,0.000541659045849338,5.65273172032811,0.0000542908215194032,1120,715,328,1062,910,1303,29.093,42.511,26.257,78.431,75.255,84.242
,hypothetical protein,0,-1.02407529367365,0.000547075536710068,6.10043443485009,0.000054930770583271,3198,1595,1185,658,735,729,83.070,94.832,94.863,48.595,60.783,47.131
,hypothetical protein,0,-1.69520740343677,0.000549710586705271,0.980001681171244,0.0000553624175686433,103,62,46,15,11,22,2.675,3.686,3.682,1.108,0.910,1.422
rplF,50S ribosomal protein L6,0,-1.58409737888868,0.000549710586705271,9.6602487424882,0.0000553903873068288,48257,25540,14477,6080,5089,10410,1253.502,1518.498,1158.927,449.021,420.847,673.029
,hypothetical protein,0,1.12782696870047,0.00054972988090628,3.6081834209276,0.0000554898531551665,279,157,80,295,240,267,7.247,9.335,6.404,21.786,19.847,17.262
,hypothetical protein,0,-1.23564611970781,0.000554690931766669,5.28642447682708,0.000056089024500089,2052,977,691,459,332,341,53.302,58.088,55.317,33.898,27.456,22.046
,phosphoglycolate phosphatase,0,-0.990729996183801,0.000558859000645304,6.52274293598499,0.0000567087721073468,4247,2119,1562,837,944,1112,110.318,125.987,125.043,61.814,78.066,71.893
rhlB,rhamnosyltransferase subunit B,0,1.09380262590171,0.000558859000645304,5.01440973751823,0.0000566749604333529,738,429,219,749,664,673,19.170,25.506,17.532,55.315,54.911,43.511
fliF,flagellar MS-ring protein,0,-1.11712447549887,0.000560108226132489,7.37587802515058,0.0000569348968554047,8428,4579,2484,1465,1734,1764,218.922,272.247,198.852,108.193,143.397,114.046
ambB,protein AmbB,0,1.07308013357315,0.000562268532407139,5.38188532065757,0.0000572542376444381,948,587,274,909,744,1039,24.625,34.900,21.935,67.132,61.527,67.174
hcpC,secreted protein Hcp,0,-4.3569179441663,0.000564028972330663,-2.62723585841048,0.0000575335566950738,15.1682,9.8997,17.5807,0,0,0,0.394,0.589,1.407,0.000,0.000,0.000
,hypothetical protein,0,1.06316395266189,0.000564385484620766,4.75851496899287,0.0000577328122405444,593,295,242,598,452,699,15.404,17.539,19.373,44.164,37.379,45.192
iscU,scaffold protein,0,-1.06465166131959,0.000564385484620766,7.14968218797472,0.0000577701658020547,6961,4000,2031,1352,1227,1787,180.816,237.823,162.588,99.848,101.470,115.533
,hypothetical protein,0,1.19005275059034,0.000571678331279044,6.3694259891978,0.0000586180726413495,1538,1184,580,2061,1694,1770,39.950,70.396,46.431,152.209,140.089,114.434
