id	type	name	version	description
b1373	CDS	tfaR		Rac prophage; putative tail fiber assembly protein TfaR
b1374	CDS	pinR		Rac prophage; putative site-specific recombinase
b1375	CDS	ynaE		Rac prophage; uncharacterized protein YnaE
b4744	CDS	ynaM		Rac prophage; protein YnaM
b1376	CDS	uspF		nucleotide binding filament protein
b1377	CDS	ompN		outer membrane porin N
b1378	CDS	ydbK		putative pyruvate-flavodoxin oxidoreductase
b4529	CDS	ydbJ		DUF333 domain-containing protein YdbJ
b1379	CDS	hslJ		lipoprotein implicated in Novobiocin resistance
b1380	CDS	ldhA	1.1.1.28	D-lactate dehydrogenase
b1381	CDS	ydbH		PF11739 family protein YdbH
b1382	CDS	ynbE		lipoprotein YnbE
b1383	CDS	ydbL		DUF1318 domain-containing protein YdbL
b1384	CDS	feaR		DNA-binding transcriptional activator FeaR
b1385	CDS	feaB	1.2.1.39	phenylacetaldehyde dehydrogenase
b1386	CDS	tynA	1.4.3.21	copper-containing amine oxidase
b1387	CDS	paaZ	1.2.1.91	fused 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase and oxepin-CoA hydrolase
b1388	CDS	paaA	1.14.13.149	phenylacetyl-CoA 1,2-epoxidase, monooxygenase subunit
b1389	CDS	paaB	1.14.13.149	phenylacetyl-CoA 1,2-epoxidase subunit B
b1390	CDS	paaC	1.14.13.149	phenylacetyl-CoA 1,2-epoxidase, structural subunit
b1391	CDS	paaD		phenylacetate degradation protein
b1392	CDS	paaE	1.14.13.149	phenylacetyl-CoA 1,2-epoxidase, reductase subunit
b1393	CDS	paaF		putative 2,3-dehydroadipyl-CoA hydratase
b1394	CDS	paaG	5.3.3.18	putative ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)
b1395	CDS	paaH		3-hydroxyadipyl-CoA dehydrogenase
b1396	CDS	paaI		phenylacetyl-CoA thioesterase
b1397	CDS	paaJ	2.3.1.174	beta-ketoadipyl-CoA thiolase
b1398	CDS	paaK	6.2.1.30	phenylacetate-CoA ligase
b1399	CDS	paaX		DNA-binding transcriptional repressor PaaX
b1400	CDS	paaY		2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA thioesterase
b4674	CDS	ynbG		uncharacterized protein YnbG
b4492	CDS	ydbA		putative outer membrane protein, N-terminal fragment
b1402	CDS	insD2		IS2 insertion element protein InsB
b1403	CDS	insC2		IS2 insertion element repressor InsA
b1404	CDS	insI2		IS30 transposase
b1406	CDS	pdxI	1.1.1.65	pyridoxine 4-dehydrogenase
b1407	CDS	ydbD		DUF2773 domain-containing protein YdbD
b1408	CDS	ynbA		CDP-alcohol phosphatidyltransferase domain-containing protein YnbA
b1409	CDS	ynbB		putative CDP-diglyceride synthase
b1410	CDS	ynbC		hydrolase/methyltransferase domain-containing protein YnbC
b1411	CDS	ynbD		phosphatase domain-containing protein YnbD
b1412	CDS	azoR	1.7.1.17	FMN dependent NADH:quinone oxidoreductase
b1413	CDS	hrpA		ATP-dependent RNA helicase HrpA
b1414	CDS	ydcF		DUF218 domain-containing protein YdcF
b1415	CDS	aldA	1.2.1.21	aldehyde dehydrogenase A
b1418	CDS	cybB	1.10.3.17	superoxide oxidase
b1419	CDS	ydcA		protein YdcA
b4774	CDS	yncP		protein YncP
b4428	CDS	hokB		toxin HokB
b1420	CDS	mokB		putative regulatory protein MokB
b1421	CDS	trg		methyl-accepting chemotaxis protein Trg
b1422	CDS	ydcI		DNA-binding transcriptional dual regulator YdcI
b1423	CDS	ydcJ		DUF1338 domain-containing protein YdcJ
b1424	CDS	opgD		glucan biosynthesis protein D
b1426	CDS	ydcH		protein YdcH
b1427	CDS	rimL		ribosomal-protein-L12-serine N-acetyltransferase
b1428	CDS	ydcK		putative enzyme YdcK
b1429	CDS	tehA		tellurite resistance protein
b1430	CDS	tehB	2.1.1.265	tellurite methyltransferase
b1431	CDS	ydcL		DUF3313 domain-containing lipoprotein YdcL
b1432	CDS	insQ		putative insertion element transposase InsQ
b1433	CDS	ydcO		putative transport protein YdcO
b1434	CDS	sutR		DNA-binding transcriptional dual regulator SutR
b1435	CDS	rlhA		23S rRNA 5-hydroxycytidine C2501 synthase
b1436	CDS	yncJ		protein YncJ
b4532	CDS	hicA		toxin of the HicA-HicB toxin-antitoxin system
b1438	CDS	hicB		antitoxin of the HicA-HicB toxin-antitoxin system/ DNA-binding transcriptional repressor HicB
b1439	CDS	ydcR		fused putative DNA-binding transcriptional regulator/putative aminotransferase YdcR
b1440	CDS	ydcS		putative ABC transporter periplasmic binding protein/polyhydroxybutyrate synthase
b1441	CDS	ydcT		putative ABC transporter ATP-binding protein YdcT
b1442	CDS	ydcU		putative ABC transporter membrane subunit YdcU
b1443	CDS	ydcV		putative ABC transporter membrane subunit YdcV
b1444	CDS	patD	1.2.1.19	gamma-aminobutyraldehyde dehydrogenase
b4598	CDS	yncL		uncharacterized protein YncL
b1445	CDS	ortT		orphan toxin OrtT
b1446	CDS	ydcY		DUF2526 domain-containing protein YdcY
b1447	CDS	ydcZ		putative inner membrane protein YdcZ
b1448	CDS	mnaT		L-amino acid N-acyltransferase
b1449	CDS	curA		NADPH-dependent curcumin/dihydrocurcumin reductase
b1450	CDS	mcbR		DNA-binding transcriptional dual regulator McbR
b1451	CDS	yncD		putative TonB-dependent outer membrane receptor
b1452	CDS	yncE		PQQ-like domain-containing protein YncE
b1453	CDS	ansP		L-asparagine transporter
b1454	CDS	yncG		putative glutathione S-transferase YncG
b1455	CDS	yncH		DUF5445 domain-containing protein YncH
b1457	CDS	ydcD		uncharacterized protein YdcD
b4745	CDS	yncO		protein YncO
b1460	CDS	ydcC		H repeat-associated putative transposase YdcC
b1461	CDS	pptA		tautomerase PptA
b1462	CDS	yddH		flavin reductase-like protein YddH
b1463	CDS	nhoA	2.3.1.118	arylamine N-acetyltransferase
b1464	CDS	yddE		PF02567 family protein YddE
b1465	CDS	narV	1.7.5.1	nitrate reductase Z subunit gamma
b1466	CDS	narW		NarW, putative private chaperone for NarZ nitrate reductase subunit
b1467	CDS	narY	1.7.5.1	nitrate reductase Z subunit beta
b1468	CDS	narZ	1.7.5.1	nitrate reductase Z subunit alpha
b1469	CDS	narU		nitrate/nitrite transporter NarU
b1471	CDS	yddK		leucine-rich repeat domain-containing protein YddK
b1472	CDS	yddL		putative uncharacterized protein YddL
b1473	CDS	yddG		amino acid exporter YddG
b1474	CDS	fdnG	1.17.5.3	formate dehydrogenase N subunit alpha
b1475	CDS	fdnH	1.17.5.3	formate dehydrogenase N subunit beta
b1476	CDS	fdnI	1.17.5.3	formate dehydrogenase N subunit gamma
b1477	CDS	yddM		DNA-binding transcriptional regulator YddM
b1478	CDS	adhP	1.1.1.1	ethanol dehydrogenase/alcohol dehydrogenase
b1479	CDS	maeA	1.1.1.38	NAD(+)-dependent malate dehydrogenase
b1480	CDS	sra		30S ribosomal subunit protein S22
b1481	CDS	bdm		biofilm-dependent modulation protein
b1482	CDS	osmC	1.11.1.24	osmotically inducible peroxiredoxin OsmC
b1483	CDS	ddpF		putative D,D-dipeptide ABC transporter ATP-binding subunit DdpF
b1484	CDS	ddpD		putative D,D-dipeptide ABC transporter ATP-binding subunit DdpD
b1485	CDS	ddpC		putative D,D-dipeptide ABC transporter membrane subunit DdpC
b1486	CDS	ddpB		putative D,D-dipeptide ABC transporter membrane subunit DdpB
b1487	CDS	ddpA		putative D,D-dipeptide ABC transporter periplasmic binding protein
b1488	CDS	ddpX	3.4.13.22	D-alanyl-D-alanine dipeptidase
b1489	CDS	dosP	3.1.4.52	oxygen-sensing c-di-GMP phosphodiesterase DosP
b1490	CDS	dosC	2.7.7.65	diguanylate cyclase DosC
b4746	CDS	yddY		protein YddY
b1491	CDS	digH		divisome localized glycosyl hydrolase
b1492	CDS	gadC		L-glutamate:4-aminobutyrate antiporter
b1493	CDS	gadB	4.1.1.15	glutamate decarboxylase B
b1494	CDS	pqqL		periplasmic metalloprotease
b1495	CDS	yddB		putative TonB-dependent receptor YddB
b1496	CDS	yddA		ABC transporter family protein YddA
b4747	CDS	yneP		protein YneP
b1497	CDS	ydeM		putative anaerobic sulfatase maturation enzyme YdeM
b1498	CDS	ydeN		putative sulfatase YdeN
b1499	CDS	ydeO		DNA-binding transcriptional dual regulator YdeO
b1500	CDS	safA		two-component system connector SafA
b1501	CDS	ydeP		putative oxidoreductase YdeP
b1502	CDS	ydeQ		putative fimbrial adhesin protein YdeQ
b1503	CDS	ydeR		putative fimbrial protein YdeR
b1504	CDS	ydeS		putative fimbrial protein YdeS
b1505	CDS	ydeT		fimbrial usher domain-containing protein YdeT
b1507	CDS	hipA		serine/threonine-protein kinase toxin HipA
b1508	CDS	hipB		antitoxin/DNA-binding transcriptional repressor HipB
b1511	CDS	lsrK	2.7.1.189	autoinducer-2 kinase
b1512	CDS	lsrR		DNA-binding transcriptional repressor LsrR
b1513	CDS	lsrA	7.6.2.13	Autoinducer-2 ABC transporter ATP binding subunit
b1514	CDS	lsrC	7.6.2.13	Autoinducer-2 ABC transporter membrane subunit LsrC
b1515	CDS	lsrD	7.6.2.13	Autoinducer-2 ABC transporter membrane subunit LsrD
b1516	CDS	lsrB	7.6.2.13	Autoinducer-2 ABC transporter periplasmic binding protein
b1517	CDS	lsrF	2.3.1.245	3-hydroxy-2,4-pentadione 5-phosphate thiolase
b1518	CDS	lsrG	5.3.1.32	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
b1519	CDS	tam	2.1.1.144	trans-aconitate 2-methyltransferase
b1520	CDS	yneE		PF01062 family inner membrane protein YneE
b1521	CDS	uxaB	1.1.1.58	tagaturonate reductase
b1522	CDS	dgcF		putative diguanylate cyclase DgcF
b1523	CDS	yneG		DUF4186 domain-containing protein YneG
b1524	CDS	glsB	3.5.1.2	glutaminase 2
b1525	CDS	sad	1.2.1.24	succinate semialdehyde dehydrogenase (NAD(P)(+)) Sad
b1526	CDS	yneJ		putative LysR-type DNA-binding transcriptional regulator YneJ
b1527	CDS	yneK		protein YneK
b1528	CDS	ydeA		L-arabinose exporter
b1529	CDS	marC		inner membrane protein MarC
b1530	CDS	marR		DNA-binding transcriptional repressor MarR
b1531	CDS	marA		DNA-binding transcriptional dual regulator MarA
b1532	CDS	marB		multiple antibiotic resistance protein MarB
b1533	CDS	eamA		cysteine/O-acetylserine exporter EamA
b1534	CDS	ydeE		dipeptide exporter
b4599	CDS	mgtS		small protein MgtS
b4775	CDS	mgtT		protein MgtT
b1535	CDS	dgcZ	2.7.7.65	diguanylate cyclase DgcZ
b1536	CDS	ydeI		BOF family protein YdeI
b1537	CDS	ydeJ		PF02464 family protein YdeJ
b1538	CDS	dcp	3.4.15.5	peptidyl-dipeptidase Dcp
b1539	CDS	ydfG	1.1.1.298	3-hydroxy acid dehydrogenase YdfG
b1540	CDS	ydfH		DNA-binding transcriptional repressor YdfH
b1541	CDS	ydfZ		putative selenoprotein YdfZ
b1542	CDS	ydfI		putative oxidoreductase YdfI
b1543	CDS	ydfJ		putative transporter YdfJ
b4748	CDS	ynfT		Qin prophage; protein YnfT
b1544	CDS	ydfK		Qin prophage; cold shock protein YdfK
b1545	CDS	pinQ		Qin prophage; putative recombinase PinQ
b1546	CDS	tfaQ		Qin prophage; putative tail fiber assembly protein TfaQ
b1547	CDS	stfQ		Qin prophage; putative prophage side tail fiber protein StfQ
b1548	CDS	nohA		Qin prophage; putative prophage DNA-packaging protein NohA
b4533	CDS	ynfO		Qin prophage; DUF3950 domain-containing protein YnfO
b1549	CDS	ydfO		Qin prophage; DUF1398 domain-containing protein YdfO
b1550	CDS	gnsB		Qin prophage; protein GnsB
b1551	CDS	ynfN		Qin prophage; protein YnfN
b4749	CDS	ynfR		Qin prophage; protein YnfR
b4724	CDS	ynfQ		Qin prophage; protein YnfQ
b1552	CDS	cspI		Qin prophage; cold shock-like protein CspI
b1553	CDS	rzpQ		Qin prophage; DUF2514 domain-containing protein RzpQ
b4689	CDS	rzoQ		Qin prophage; putative lipoprotein RzoQ
b1554	CDS	rrrQ		Qin prophage; putative lysozyme
b1555	CDS	ydfR		Qin prophage; protein YdfR
b1556	CDS	essQ		Qin prophage; putative prophage lysis protein EssQ
b4776	CDS	ynfU		Qin prophage; putative zinc-binding protein YnfU
b1557	CDS	cspB		Qin prophage; cold shock-like protein CspB
b1558	CDS	cspF		Qin prophage; cold shock protein CspF
b4750	CDS	ynfS		Qin prophage; protein YnfS
b1559	CDS	ydfT		Qin prophage; putative antitermination protein Q
b1560	CDS	ydfU		Qin prophage; protein YdfU
b1561	CDS	rem		Qin prophage; protein Rem
b1562	CDS	hokD		Qin prophage; toxic protein HokD
b1563	CDS	relE		Qin prophage; mRNA interferase toxin RelE
b1564	CDS	relB		Qin prophage; antitoxin/DNA-binding transcriptional repressor RelB
b1565	CDS	ydfV		Qin prophage; protein YdfV
b1566	CDS	flxA		Qin prophage; protein FlxA
b1567	CDS	ydfW		Qin prophage; uncharacterized protein YdfW
b1568	CDS	ydfX		Qin prophage; uncharacterized protein YdfX
b1569	CDS	dicC		Qin prophage; DNA-binding transcriptional regulator for DicB
b1570	CDS	dicA		DNA-binding transcriptional dual regulator DicA
b1571	CDS	ydfA		Qin prophage; DUF1391 domain-containing protein YdfA
b1572	CDS	ydfB		Qin prophage; uncharacterized protein YdfB
b1573	CDS	ydfC		Qin prophage; uncharacterized protein YdfC
b1575	CDS	dicB		Qin prophage; cell division inhibition protein DicB
b1576	CDS	ydfD		Qin prophage; lysis protein
b4534	CDS	ynfP		protein YnfP
b1580	CDS	rspB		putative zinc-binding dehydrogenase RspB
b1581	CDS	rspA		mandelate racemase/muconate lactonizing enzyme family protein RspA
b1582	CDS	ynfA		putative transporter YnfA
b1583	CDS	ynfB		DUF1283 domain-containing protein YnfB
b1584	CDS	speG	2.3.1.57	spermidine N-acetyltransferase
b1585	CDS	ynfC		UPF0257 family lipoprotein YnfC
b1586	CDS	ynfD		DUF1161 domain-containing protein YnfD
b1587	CDS	ynfE	1.97.1.9	putative selenate reductase YnfE
b1588	CDS	ynfF	1.97.1.9	putative selenate reductase YnfF
b1589	CDS	ynfG	1.97.1.9	putative oxidoreductase YnfG
b1590	CDS	ynfH	1.97.1.9	putative menaquinol dehydrogenase
b1591	CDS	dmsD		redox enzyme maturation protein DmsD
b1592	CDS	clcB		putative chloride:H(+) antiporter ClcB
b1593	CDS	ynfK		putative dethiobiotin synthetase
b1594	CDS	mlc		DNA-binding transcriptional repressor Mlc
b1595	CDS	ynfL		putative DNA-binding transcriptional regulator
b1596	CDS	ynfM		putative transporter YnfM
b1597	CDS	asr		acid shock protein
b4601	CDS	ydgU		uncharacterized protein YdgU
b1598	CDS	ydgD		putative serine protease YdgD
b1599	CDS	mdtI		multidrug/spermidine efflux pump membrane subunit MdtI
b1600	CDS	mdtJ		multidrug/spermidine efflux pump membrane subunit MdtJ
b4777	CDS	ydgV		protein YdgV
b1601	CDS	tqsA		autoinducer 2 exporter
b1602	CDS	pntB	7.1.1.1	pyridine nucleotide transhydrogenase subunit beta
b1603	CDS	pntA	7.1.1.1	pyridine nucleotide transhydrogenase subunit alpha
b1604	CDS	ydgH		DUF1471 domain-containing protein YdgH
b1605	CDS	ydgI		putative arginine:ornithine antiporter
b1606	CDS	folM	1.5.1.3	dihydromonapterin reductase
b1607	CDS	ydgC		GlpM family protein
b1608	CDS	rstA		DNA-binding transcriptional regulator RstA
b1609	CDS	rstB	2.7.13.3	sensory histidine kinase RstB
b1610	CDS	tus		DNA replication terminus site-binding protein
b1611	CDS	fumC	4.2.1.2	fumarase C
b1612	CDS	fumA	4.2.1.2	fumarase A
b1613	CDS	manA	5.3.1.8	mannose-6-phosphate isomerase
b1614	CDS	ydgA		DUF945 domain-containing protein YdgA
b1615	CDS	uidC		outer membrane porin family protein UidC
b1616	CDS	uidB		glucuronide:H(+) symporter
b1617	CDS	uidA	3.2.1.31	beta-glucuronidase
b1618	CDS	uidR		DNA-binding transcriptional repressor UidR
b1619	CDS	hdhA	1.1.1.159	7-alpha-hydroxysteroid dehydrogenase
b1620	CDS	malI		DNA-binding transcriptional repressor MalI
b1621	CDS	malX		PTS enzyme IIBC component MalX
b1622	CDS	malY	4.4.1.1	negative regulator of MalT activity/cystathionine beta-lyase
b1623	CDS	add	3.5.4.4	adenosine deaminase
b1624	CDS	ydgJ		putative oxidoreductase YdgJ
b4409	CDS	blr		beta-lactam resistance protein
b1625	CDS	cnu		H-NS- and StpA-binding protein
b1626	CDS	ydgK		DUF2569 domain-containing inner membrane protein YdgK
b1627	CDS	rsxA		SoxR [2Fe-2S] reducing system protein RsxA
b1628	CDS	rsxB		SoxR [2Fe-2S] reducing system protein RsxB
b1629	CDS	rsxC		SoxR [2Fe-2S] reducing system protein RsxC
b1630	CDS	rsxD		SoxR [2Fe-2S] reducing system protein RsxD
b1631	CDS	rsxG		SoxR [2Fe-2S] reducing system protein RsxG
b1632	CDS	rsxE		SoxR [2Fe-2S] reducing system protein RsxE
b1633	CDS	nth		endonuclease III
b1634	CDS	dtpA		dipeptide/tripeptide:H(+) symporter DtpA
b1635	CDS	gstA	2.5.1.18	glutathione S-transferase GstA
b1636	CDS	pdxY	2.7.1.35	pyridoxal kinase 2
b1637	CDS	tyrS	6.1.1.1	tyrosine--tRNA ligase
b1638	CDS	pdxH	1.4.3.5	pyridoxine/pyridoxamine 5'-phosphate oxidase
b1639	CDS	mliC		inhibitor of c-type lysozyme, putative lipoprotein
b1640	CDS	anmK	2.7.1.170	anhydro-N-acetylmuramic acid kinase
b1641	CDS	slyB		outer membrane lipoprotein SlyB
b1642	CDS	slyA		DNA-binding transcriptional dual regulator SlyA
b1643	CDS	ydhI		DUF1656 domain-containing protein YdhI
b1644	CDS	ydhJ		putative membrane fusion protein YdhJ
b1645	CDS	ydhK		putative transporter YdhK
b1646	CDS	sodC	1.15.1.1	superoxide dismutase (Cu-Zn)
b1647	CDS	ydhF		putative oxidoreductase YdhF
b1648	CDS	ydhL		DUF1289 domain-containing protein YdhL
b1649	CDS	nemR		DNA-binding transcriptional repressor NemR
b1650	CDS	nemA		N-ethylmaleimide reductase
b1651	CDS	gloA	4.4.1.5	glyoxalase I
b1652	CDS	rnt		RNase T
b1653	CDS	lhr		putative ATP-dependent helicase Lhr
b1654	CDS	grxD		glutaredoxin 4
b1655	CDS	mepH		peptidoglycan DD-endopeptidase MepH
b1656	CDS	sodB	1.15.1.1	superoxide dismutase (Fe)
b1657	CDS	ydhP		putative transporter YdhP
b4602	CDS	cydH	7.1.1.7	cytochrome bd-I ubiquinol oxidase accessory subunit CydH
b1658	CDS	purR		DNA-binding transcriptional repressor PurR
b1659	CDS	ydhB		putative LysR family DNA-binding transcriptional regulator YdhB
b1660	CDS	ydhC		putative transporter YdhC
b1661	CDS	cfa	2.1.1.79	cyclopropane fatty acyl phospholipid synthase
b1662	CDS	ribC	2.5.1.9	riboflavin synthase
b1663	CDS	mdtK		multidrug efflux pump MdtK
b1664	CDS	ydhQ		putative adhesin-related protein YdhQ
b1665	tRNA	valV		tRNA-Val
b1666	tRNA	valW		tRNA-Val
b1667	CDS	ydhR		putative monooxygenase YdhR
b1668	CDS	ydhS		FAD/NAD(P) binding domain-containing protein YdhS
b1669	CDS	ydhT		uncharacterized protein YdhT
b1670	CDS	ydhU		putative cytochrome YdhU
b1671	CDS	ydhX		putative 4Fe-4S ferredoxin-like protein YdhX
b1672	CDS	ydhW		uncharacterized protein YdhW
b1673	CDS	ydhV		putative oxidoreductase YdhV
b1674	CDS	ydhY		putative 4Fe-4S ferredoxin-like protein YdhY
b1675	CDS	fumD	4.2.1.2	fumarase D
b1676	CDS	pykF	2.7.1.40	pyruvate kinase I
b1677	CDS	lpp		murein lipoprotein
b1678	CDS	ldtE		L,D-transpeptidase LdtE
b1679	CDS	sufE		sulfur carrier protein SufE
b1680	CDS	sufS	2.8.1.7	L-cysteine desulfurase
b1681	CDS	sufD		Fe-S cluster scaffold complex subunit SufD
b1682	CDS	sufC		Fe-S cluster scaffold complex subunit SufC
b1683	CDS	sufB		Fe-S cluster scaffold complex subunit SufB
b1684	CDS	sufA		iron-sulfur cluster insertion protein SufA
b1685	CDS	ydiH		uncharacterized protein YdiH
b1686	CDS	menI	3.1.2.28	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
b1687	CDS	ydiJ		putative FAD-linked oxidoreductase
b1688	CDS	ydiK		putative transporter YdiK
b1689	CDS	ydiL		DUF1870 domain-containing protein YdiL
b1690	CDS	ydiM		putative exporter YdiM
b1691	CDS	ydiN		putative transporter YdiN
b1692	CDS	ydiB	1.1.1.282	quinate/shikimate dehydrogenase
b1693	CDS	aroD	4.2.1.10	3-dehydroquinate dehydratase
b1694	CDS	ydiF	2.8.3.9	putative acetate-CoA transferase YdiF
b1695	CDS	ydiO		putative acyl-CoA dehydrogenase YdiO
b1696	CDS	ydiP		putative DNA-binding transcriptional regulator YdiP
b1697	CDS	ydiQ		putative electron transfer flavoprotein subunit YdiQ
b1698	CDS	ydiR		putative electron transfer flavoprotein subunit YdiR
b1699	CDS	ydiS		putative electron transfer flavoprotein-quinone oxidoreductase YdiS
b1700	CDS	ydiT		ferredoxin-like protein YdiT
b1701	CDS	fadK	6.2.1.3	short chain acyl-CoA synthetase
b1702	CDS	ppsA	2.7.9.2	phosphoenolpyruvate synthetase
b1703	CDS	ppsR		phosphoenolpyruvate synthetase regulatory protein
b1704	CDS	aroH	2.5.1.54	3-deoxy-7-phosphoheptulonate synthase, Trp-sensitive
b1705	CDS	ydiE		PF10636 family protein YdiE
b1706	CDS	ydiU		UPF0061 family protein YdiU
b1707	CDS	rflP		anti-FlhDC factor RflP
b1708	CDS	nlpC		NlpC/P60 family lipoprotein NlpC
b1709	CDS	btuD	7.6.2.8	vitamin B12 ABC transporter ATP binding subunit
b1710	CDS	btuE	1.11.1.9	thioredoxin/glutathione peroxidase
b1711	CDS	btuC	7.6.2.8	vitamin B12 ABC transporter membrane subunit
b1712	CDS	ihfA		integration host factor subunit alpha
b1713	CDS	pheT	6.1.1.20	phenylalanine--tRNA ligase subunit beta
b1714	CDS	pheS	6.1.1.20	phenylalanine--tRNA ligase subunit alpha
b1715	CDS	pheM		pheST-ihfA operon leader peptide
b1716	CDS	rplT		50S ribosomal subunit protein L20
b1717	CDS	rpmI		50S ribosomal subunit protein L35
b1718	CDS	infC		translation initiation factor IF-3
b1719	CDS	thrS	6.1.1.3	threonine--tRNA ligase
b4535	CDS	yniD		uncharacterized protein YniD
b1722	CDS	ydiY		acid-inducible putative outer membrane protein YdiY
b1723	CDS	pfkB	2.7.1.11	6-phosphofructokinase 2
b1724	CDS	ydiZ		putative endoribonuclease YdiZ
