CRTL1	CTRL2	CTRL3	T1	T2	T3	COUNT	TYPE	GENE	VERSION	DESCRIPTION
256	182	78	109	136	185	PaeAG1_02301	CDS			transcriptional regulator
7990	4331.42	2477	2460	3060	2930	PaeAG1_02302	CDS			chemotaxis transducer
929	518	338	365	377	377	PaeAG1_02303	CDS			hypothetical protein
1303	621	494	512	501	547	PaeAG1_02304	CDS			short-chain dehydrogenase
2290	1306	1227	638	916	1160	PaeAG1_02305	CDS			transcriptional regulator
843	471	298	78	122	118	PaeAG1_02306	CDS	ambA_2		protein AmbA
2240	1249	598	478	526	512	PaeAG1_02307	CDS		3.-.-.-	putative metallo-hydrolase
450	287	86	155	135	154	PaeAG1_02308	CDS			ABC transporter permease
186	105	54	93	76	121	PaeAG1_02309	CDS	btuF		Vitamin B12-binding protein
87	57	31	54	49	81	PaeAG1_02310	CDS			ABC transporter ATP-binding protein
514	283	139	285	293	361	PaeAG1_02311	CDS			TonB-dependent receptor
738	457	320	100	89	137	PaeAG1_02312	CDS			manganese efflux pump MntP
320	192	78	152	120	161	PaeAG1_02313	CDS		1.3.1.54	cobalt-precorrin-6x reductase
1332	793	384	418	379	486	PaeAG1_02314	CDS	cbiD		cobalt-precorrin-5B C(1)-methyltransferase
1336	856	369	377	342	487	PaeAG1_02315	CDS	cobL		precorrin-6y-dependent methyltransferase CobL
813	599	224	270	284	377	PaeAG1_02316	CDS			oxidoreductase
326	221	171	128	131	217	PaeAG1_02317	CDS	cobH	5.4.99.61	precorrin-8X methylmutase
624	337	160	218	199	279	PaeAG1_02318	CDS	cobI	2.1.1.130	precorrin-2 C(20)-methyltransferase
948	587	204	329	363	494	PaeAG1_02319	CDS	cobJ		precorrin-3 methylase CobJ
1283	849	706	375	406	577	PaeAG1_02320	CDS			hypothetical protein
1351	839	616	350	358	568	PaeAG1_02321	CDS			hypothetical protein
2250	1507	819	659	594	986	PaeAG1_02322	CDS	lptF_3		outer membrane porin F
1483	816	582	650	647	742	PaeAG1_02323	CDS			transcriptional regulator
199	106	53	67	56	78	PaeAG1_02324	CDS			hypothetical protein
13979	7663	4868	4530	5434	4733	PaeAG1_02325	CDS			transcriptional regulator
4030	2185	1387	2604	2480	2602	PaeAG1_02326	CDS			RNA polymerase sigma factor
2245	1440	714	1911	2279	1808	PaeAG1_02327	CDS			hypothetical protein
1769	963	782	1003	1010	1023	PaeAG1_02328	CDS			hypothetical protein
1614	865	608	1332	1230	1153	PaeAG1_02329	CDS	atuH		long-chain-acyl-CoA synthetase
197	101	53	222	207	220	PaeAG1_02330	CDS	atuG		short-chain dehydrogenase
377	192	48	461	383	461	PaeAG1_02331	CDS	atuF		geranyl-CoA carboxylase subunit alpha
69	75	20	147	132	167	PaeAG1_02332	CDS	atuE		isohexenylglutaconyl-CoA hydratase
409	193	163	630	486	612	PaeAG1_02333	CDS	atuD		citronellyl-CoA dehydrogenase
356	157	116	435	343	563	PaeAG1_02334	CDS	atuC		geranyl-CoA carboxylase subunit beta
149	77	39	175	135	232	PaeAG1_02335	CDS	atuB		citronellol catabolism dehydrogenase
466	240	143	398	285	597	PaeAG1_02336	CDS			hypothetical protein
710	483	267	685	618	693	PaeAG1_02337	CDS	atuR		atu genes repressor
1521	756	572	978	830	1194	PaeAG1_02338	CDS			hypothetical protein
5808	3883	1658	9318	6167	10732	PaeAG1_02339	CDS			hypothetical protein
275	118	66	118	92	125	PaeAG1_02340	CDS			two-component sensor
190	121	82	76	76	95	PaeAG1_02341	CDS			two-component response regulator
110	78	73	92	77	100	PaeAG1_02342	CDS			hypothetical protein
834	535	335	664	517	670	PaeAG1_02343	CDS			transcriptional regulator
295	194	102	295	286	272	PaeAG1_02344	CDS			hypothetical protein
771	471	275	396	443	503	PaeAG1_02345	CDS			transcriptional regulator
1033	640	320	300	299	507	PaeAG1_02346	CDS	pyrF	4.1.1.23	orotidine 5'-phosphate decarboxylase
1755	947	679	836	781	1075	PaeAG1_02347	CDS			hypothetical protein
661	420	229	294	345	356	PaeAG1_02348	CDS			hypothetical protein
1122	753	445	694	614	674	PaeAG1_02349	CDS			protein-glutamine gamma-glutamyltransferase
441	330	177	445	502	404	PaeAG1_02350	CDS			hypothetical protein
1275	769	439	873	819	1045	PaeAG1_02351	CDS			hypothetical protein
1830	980	752	974	974	1204	PaeAG1_02352	CDS			hypothetical protein
800	424	402	313	259	352	PaeAG1_02353	CDS			hypothetical protein
967	440	369	439	406	525	PaeAG1_02354	CDS			hypothetical protein
16939	8650	6054	5131	4538	5353	PaeAG1_02355	CDS			chemotaxis transducer
1119	594	395	479	502	558	PaeAG1_02356	CDS	mttC_3		secretion protein MttC
1633	1146	1998	1066	1066	1451	PaeAG1_02357	CDS			hypothetical protein
3079	1775	1593	1227	1225	1521	PaeAG1_02358	CDS			glycosylase
2158	1166	1087	1483	1424	1185	PaeAG1_02359	CDS	mhqP	1.-.-.-	Putative oxidoreductase MhqP
189	125	51	169	148	133	PaeAG1_02360	CDS	lipH		lipase chaperone
731	343	191	376	292	412	PaeAG1_02361	CDS	lipA		lactonizing lipase
184	58	50	97	54	82	PaeAG1_02362	CDS	ligT		2'-5' RNA ligase
1531	852	784	895	889	1374	PaeAG1_02363	CDS			hypothetical protein
1895	977	691	709	631	930	PaeAG1_02364	CDS	greB		transcription elongation factor GreB
3301	2148	1140	1293	1217	1243	PaeAG1_02365	CDS			hypothetical protein
1256	692	516	313	361	378	PaeAG1_02366	CDS			ABC transporter ATP-binding protein
1144	827	568	707	752	981	PaeAG1_02367	CDS	tesA		esterase TesA
859	477	637	600	575	526	PaeAG1_02368	CDS			hypothetical protein
16509	7944	6343	9896	8242	9301	PaeAG1_02369	CDS	ybiS	2.-.-.-	putative L,D-transpeptidase YbiS
1.3817e+06	795004	821460	717018	587459	954567	PaeAG1_02370	CDS	oprI		outer membrane lipoprotein OprI
63	46	47	10	13	25	PaeAG1_02371	tRNA			tRNA-Ser
1123	648	439	500	451	527	PaeAG1_02372	CDS			hypothetical protein
37119	14034	26569	9396	9410	22019	PaeAG1_02373	CDS	efp		elongation factor P
1152	465	502	686	560	949	PaeAG1_02374	CDS	ohr		organic hydroperoxide resistance protein
437	248	248	427	334	470	PaeAG1_02375	CDS	ohrR		transcriptional regulator
287	161	72	153	135	148	PaeAG1_02376	CDS			transcriptional regulator
1088	502	287	276	265	326	PaeAG1_02377	CDS			hypothetical protein
856	492	330	456	386	440	PaeAG1_02378	CDS			transcriptional regulator
39	25	22	39	31	38	PaeAG1_02379	CDS			hypothetical protein
856	531	261	406	422	481	PaeAG1_02380	CDS			hypothetical protein
1723	979	509	635	659	855	PaeAG1_02381	CDS			aldolase
791	514	277	370	320	388	PaeAG1_02382	CDS	speE_1	2.5.1.16	Polyamine aminopropyltransferase
190	104	56	77	56	87	PaeAG1_02383	tRNA			tRNA-Ala
14195	8111	3367	426	486	811	PaeAG1_02384	CDS			ATP-dependent RNA helicase
558	266	182	205	258	286	PaeAG1_02385	CDS	ygiD	1.13.11.29	4,5-DOPA dioxygenase extradiol
175	111	94	137	132	161	PaeAG1_02386	CDS			transcriptional regulator
120	70	28	76	74	99	PaeAG1_02387	CDS	oprN_3		multidrug efflux outer membrane protein OprN
76	38	15	41	37	39	PaeAG1_02388	CDS			secretion protein
124	71	35	47	48	60	PaeAG1_02389	CDS			major facilitator superfamily transporter
894	500	399	434	437	492	PaeAG1_02390	CDS			transcriptional regulator
230	139	58	88	93	97	PaeAG1_02391	CDS			hypothetical protein
666	470	305	495	502	591	PaeAG1_02392	CDS	tpm	2.1.1.67	thiopurine S-methyltransferase
1820	1084	501	510	433	732	PaeAG1_02393	CDS			hypothetical protein
7416	4763	2549	5766	4855	6397	PaeAG1_02394	CDS	htpX_1		protease HtpX
332	207	116	99	89	135	PaeAG1_02395	CDS			hypothetical protein
2486	1449	887	683	631	1261	PaeAG1_02396	CDS		2.6.1.2	aminotransferase
2154	1233	1153	3860	2910	2514	PaeAG1_02397	CDS		1.8.4.12	methionine sulfoxide reductase B
453	293	166	365	303	405	PaeAG1_02398	CDS			glutathione peroxidase
526	326	203	331	281	307	PaeAG1_02399	CDS	ospR		transcriptional regulator
5021	2815	2522	2159	2279	2288	PaeAG1_02400	CDS			sensor/response regulator hybrid protein
2064	1305	585	715	616	1025	PaeAG1_02401	CDS			hypothetical protein
985	608	283	564	451	560	PaeAG1_02402	CDS	msrC	1.8.4.14	Free methionine-R-sulfoxide reductase
2425	1351	983	1112	1117	1034	PaeAG1_02403	CDS			glutathione S-transferase
4791	2358	2534	1850	1747	1846	PaeAG1_02404	CDS			hypothetical protein
409.667	337	315	121.667	179	225	PaeAG1_02405	tRNA			tRNA-Glu
740	536.667	511.667	197.667	263.333	442	PaeAG1_02406	tRNA			tRNA-Gly
4463	2264	2009	1421	1280	2243	PaeAG1_02407	CDS			hypothetical protein
1585	930	658	1198	956	1051	PaeAG1_02408	CDS			IS5 family transposase ISXoo14
12912	6644	3475	4299	3117	3672	PaeAG1_02409	CDS	czcA_1		resistance-nodulation-cell division (RND) divalent metal cation efflux transporter CzcA
4357	2236	937	513	512	472	PaeAG1_02410	CDS			hypothetical protein
4330	2332	1853	1211	1119	1107	PaeAG1_02411	CDS			hypothetical protein
13806	7212	10703	9944	7738	10795	PaeAG1_02412	CDS			hypothetical protein
1206	686	569	526	478	755	PaeAG1_02413	CDS			hypothetical protein
7714.33	4398.83	2099.83	2026.17	2573	2671.17	PaeAG1_02414	CDS			IS66 family transposase ISSal1
73.8333	43	30.8333	46.6667	45.5	55.8333	PaeAG1_02415	CDS			hypothetical protein
2592.43	1320.35	1417	2446.62	1956.14	2309.19	PaeAG1_02416	CDS	hdfR		HTH-type transcriptional regulator HdfR
2912	1533	1601	1561	1366	2188	PaeAG1_02417	CDS			hypothetical protein
3457	1746	1578	1683	1385	2037	PaeAG1_02418	CDS	copD		Copper resistance protein D
1397	722	608	741	640	683	PaeAG1_02419	CDS	copC		Copper resistance protein C
4293	2331	1758	2305	2009	2319	PaeAG1_02420	CDS			metal transporting P-type ATPase
462	223	156	266	262	201	PaeAG1_02421	CDS			hypothetical protein
516	260	250	348	301	328	PaeAG1_02422	CDS			hypothetical protein
575	315	202	286	229	304	PaeAG1_02423	CDS			hypothetical protein
1398	723	545	732	688	713	PaeAG1_02424	CDS	pcoA_1		copper resistance protein A
15401	9296	8251	13138	12507	13501	PaeAG1_02425	CDS	copR_1		two-component response regulator CopR
7094	3547	5273	6616	5712	6282	PaeAG1_02426	CDS	copS_1		two-component sensor CopS
45673	21849	17668	33672	25823	23032	PaeAG1_02427	CDS			hypothetical protein
22746	11165	6180	13998	12802	10242	PaeAG1_02428	CDS			hypothetical protein
82527	43268	17113	36390	35773	27137	PaeAG1_02429	CDS			hypothetical protein
13674	6681	4889	6791	6927	5691	PaeAG1_02430	CDS	ackA_1	2.7.2.1	acetate kinase
3010	1682	885	981	1066	908	PaeAG1_02431	CDS	zntR		HTH-type transcriptional regulator ZntR
9116	5205	4236	4070	4102	3790	PaeAG1_02432	CDS		2.1.1.-	putative fatty acid methyltransferase
16446	9905	4100	5657	4975	4769	PaeAG1_02433	CDS	xfp	4.1.2.22	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase
2515	1681	1142	1420	1413	1614	PaeAG1_02434	CDS			hypothetical protein
8176	4532	2050	6319	5082	6331	PaeAG1_02435	CDS			short-chain dehydrogenase
7900	4471	1934	2210	2216	2148	PaeAG1_02436	CDS			hypothetical protein
9969	6036	2411	2172	1981	1601	PaeAG1_02437	CDS			hypothetical protein
9788	5339	2844	1666	1471	1547	PaeAG1_02438	CDS	ubiB_1	2.7.-.-	putative protein kinase UbiB
7492	3828	2062	1081	837	905	PaeAG1_02439	CDS	ldhA_1		D-lactate dehydrogenase
1694	939	521	257	240	246	PaeAG1_02440	CDS			hypothetical protein
7205	3174	1386	595	553	570	PaeAG1_02441	CDS			hypothetical protein
16165	7281	2093	1158	1041	1113	PaeAG1_02442	CDS	prs	2.7.6.1	ribose-phosphate pyrophosphokinase
33322	15450	3911	2486	2436	2391	PaeAG1_02443	CDS		2.4.2.4	Putative thymidine phosphorylase
51429	23241	7263	3749	3426	3647	PaeAG1_02444	CDS		3.1.-.-	Ribonuclease
8863	4524	1758	1059	998	1008	PaeAG1_02445	CDS			hypothetical protein
8798	4279	1329	1044	916	1004	PaeAG1_02446	CDS			hypothetical protein
6337	2818	1535	1453	1183	1407	PaeAG1_02447	CDS	lemA_2		Protein LemA
6545	3167	1382	1489	1362	1469	PaeAG1_02448	CDS			hypothetical protein
17937	8576	3214	4752	4482	4887	PaeAG1_02449	CDS	copA	7.2.2.8	Copper-exporting P-type ATPase
6851	3653	2597	4108	3740	4365	PaeAG1_02450	CDS		2.7.4.1	Polyphosphate:ADP phosphotransferase
447	262	182	415	313	458	PaeAG1_02451	CDS			hypothetical protein
2578	1194	1279	2648	2054	2400	PaeAG1_02452	CDS			hypothetical protein
1187	632	591	1360	1008	1212	PaeAG1_02453	CDS			hypothetical protein
2500	1486	834	3059	2054	2320	PaeAG1_02454	CDS			hypothetical protein
5898	2515	3907	2985	3642	4123	PaeAG1_02455	CDS			transcriptional regulator
524	303	272	311	321	325	PaeAG1_02456	CDS	soxR_1		redox-sensitive transcriptional activator SoxR
226	125	83	248	234	171	PaeAG1_02457	CDS			hypothetical protein
1337	743	629	1114	866	990	PaeAG1_02458	CDS			ISL3 family transposase ISIde1
595.171	306	384.147	470	421.22	477	PaeAG1_02459	CDS			hypothetical protein
2375	1115	713	4835	3249	3655	PaeAG1_02460	CDS			hypothetical protein
3577	2284	1148	3727	2897	3122	PaeAG1_02461	CDS			hypothetical protein
860	358	345	927	761	732	PaeAG1_02462	CDS			hypothetical protein
900	411	298	570	473	604	PaeAG1_02463	CDS			hypothetical protein
121	67	61	111	88	95	PaeAG1_02464	CDS			hypothetical protein
603	311	345	449	425	402	PaeAG1_02465	CDS			hypothetical protein
100	42	35	59	54	62	PaeAG1_02466	CDS			hypothetical protein
26	15	8	19	26	24	PaeAG1_02467	CDS			hypothetical protein
146	87	76	184	136	137	PaeAG1_02468	CDS			hypothetical protein
640	375	322	965	799	830	PaeAG1_02469	CDS			hypothetical protein
623	370	305	863	725	695	PaeAG1_02470	CDS			hypothetical protein
24	10	3	15	22	17	PaeAG1_02471	CDS			hypothetical protein
127	85	62	75	87	123	PaeAG1_02472	CDS			hypothetical protein
144	77	31	61	77	87	PaeAG1_02473	CDS			hypothetical protein
175	75	65	96	125	97	PaeAG1_02474	CDS			hypothetical protein
269	143	96	398	277	439	PaeAG1_02475	CDS			hypothetical protein
74	29	29	95	77	85	PaeAG1_02476	CDS			hypothetical protein
113	51	51	170	167	159	PaeAG1_02477	CDS			hypothetical protein
41	24	15	47	40	41	PaeAG1_02478	CDS			hypothetical protein
7685	3687	4188	9534	6097	8232	PaeAG1_02479	CDS			hypothetical protein
4754	2607	1733	3666	2567	3287	PaeAG1_02480	CDS			hypothetical protein
6330	3065	2267	5066	4106	4389	PaeAG1_02481	CDS	ftsH_1	3.4.24.-	ATP-dependent zinc metalloprotease FtsH
3246	1477	1091	1987	1858	1691	PaeAG1_02482	CDS			hypothetical protein
5987	3076	2640	3882	3809	3522	PaeAG1_02483	CDS			hypothetical protein
7587	3413	3316	5869	5753	5309	PaeAG1_02484	CDS			hypothetical protein
4975	2557	1872	2517	2558	2840	PaeAG1_02485	CDS			hypothetical protein
7470	4039	2258	4856	4408	4339	PaeAG1_02486	CDS			hypothetical protein
1282	599	582	1418	1271	1079	PaeAG1_02487	CDS			hypothetical protein
400	189	149	260	246	273	PaeAG1_02488	CDS			hypothetical protein
17	21	3	9	12	17	PaeAG1_02489	CDS			hypothetical protein
23	9	3	17	7	13	PaeAG1_02490	CDS			hypothetical protein
22	10	1	21	10	18	PaeAG1_02491	CDS			hypothetical protein
21	17	10	17	16	10	PaeAG1_02492	CDS			hypothetical protein
100	49	24	57	61	78	PaeAG1_02493	CDS			hypothetical protein
759	412	438	688	606	796	PaeAG1_02494	CDS			hypothetical protein
3806	1966	2047	3773	3738	4364	PaeAG1_02495	CDS	arsC_1		low molecular weight phosphatase
786	476	453	608	567	739	PaeAG1_02496	CDS	acr3		Arsenical-resistance protein Acr3
875	461	361	541	508	555	PaeAG1_02497	CDS			arsenate reductase
880	519	290	318	331	311	PaeAG1_02498	CDS	arsH_1	1.-.-.-	NADPH-dependent FMN reductase ArsH
1181	706	460	759	714	733	PaeAG1_02499	CDS			hypothetical protein
428	162	237	266	192	285	PaeAG1_02500	CDS			hypothetical protein
138	79	92	84	76	109	PaeAG1_02501	CDS			hypothetical protein
316	159	155	293	278	275	PaeAG1_02502	CDS			hypothetical protein
296	163	116	230	176	227	PaeAG1_02503	CDS			hypothetical protein
519	241	299	276	249	345	PaeAG1_02504	CDS			hypothetical protein
470	207	213	307	236	267	PaeAG1_02505	CDS			hypothetical protein
139	77	70	111	69	110	PaeAG1_02506	CDS			hypothetical protein
92	50	35	55	43	45	PaeAG1_02507	CDS			hypothetical protein
43	23	18	25	30	26	PaeAG1_02508	CDS			hypothetical protein
178	93	62	190	167	174	PaeAG1_02509	CDS			hypothetical protein
180	98	119	89	69	102	PaeAG1_02510	CDS			hypothetical protein
587	277	265	278	247	324	PaeAG1_02511	CDS			hypothetical protein
83	46	39	95	70	74	PaeAG1_02512	CDS			hypothetical protein
26	11	16	15	20	13	PaeAG1_02513	CDS			hypothetical protein
209	135	99	148	120	140	PaeAG1_02514	CDS			hypothetical protein
1153	581	361	650	537	748	PaeAG1_02515	CDS	lspA_1	3.4.23.36	lipoprotein signal peptidase
9150	4917	2348	5603	4776	6042	PaeAG1_02516	CDS	kdpB_1	7.2.2.6	Potassium-transporting ATPase ATP-binding subunit
47078	23642	23567	51715	40295	49346	PaeAG1_02517	CDS			transcriptional regulator
4079	1797	2352	1437	1512	1759	PaeAG1_02518	CDS			hypothetical protein
1650	823	376	587	551	663	PaeAG1_02519	CDS	topA_2	5.6.2.1	DNA topoisomerase I
275	139	89	131	89	108	PaeAG1_02520	CDS			Single-stranded DNA-binding protein
363	182	205	291	305	341	PaeAG1_02521	CDS			hypothetical protein
204	96	50	123	98	101	PaeAG1_02522	CDS			hypothetical protein
258	135	98	140	128	143	PaeAG1_02523	CDS			hypothetical protein
90	32	31	48	69	56	PaeAG1_02524	CDS			hypothetical protein
738	452	279	758	723	772	PaeAG1_02525	CDS			hypothetical protein
19	10	8	16	16	11	PaeAG1_02526	CDS			hypothetical protein
132	85	67	62	103	89	PaeAG1_02527	CDS			hypothetical protein
493	355	280	479	378	376	PaeAG1_02528	CDS			hypothetical protein
1556	719	944	959	846	1208	PaeAG1_02529	CDS			hypothetical protein
740	536.667	511.667	197.667	263.333	442	PaeAG1_02530	tRNA			tRNA-Gly
1525	896	541	811	808	781	PaeAG1_02531	CDS	arr_2		aminoglycoside response regulator
1787	892	765	1155	932	1172	PaeAG1_02532	CDS			hypothetical protein
1090	493	439	637	601	845	PaeAG1_02533	CDS			hypothetical protein
20244	10139	4739	15167	12490	14561	PaeAG1_02534	CDS			acyl-CoA dehydrogenase
786	367	261	614	380	594	PaeAG1_02535	CDS			hypothetical protein
984	688	305	884	901	761	PaeAG1_02536	CDS			glutathione S-transferase
1843	941	788	951	816	1664	PaeAG1_02537	CDS			ABC transporter ATP-binding protein
719	401	283	426	351	613	PaeAG1_02538	CDS			ABC transporter permease
629	410	225	648	544	600	PaeAG1_02539	CDS	copS_2		two-component sensor CopS
465	322	149	355	299	334	PaeAG1_02540	CDS	copR_2		two-component response regulator CopR
179	92	59	68	45	57	PaeAG1_02541	CDS	ptrA		repressor PtrA
226	95	118	147	103	153	PaeAG1_02542	CDS			hypothetical protein
1444	877	573	319	348	524	PaeAG1_02543	CDS			7-cyano-7-deazaguanine reductase
19648	8641	13943	12552	12391	11463	PaeAG1_02544	CDS			hypothetical protein
122	50	43	54	52	56	PaeAG1_02545	CDS			hypothetical protein
105	48	18	54	57	69	PaeAG1_02546	CDS	phnX_1	3.11.1.1	Phosphonoacetaldehyde hydrolase
1504	963	840	541	575	909	PaeAG1_02547	CDS			transcriptional regulator
382	258	227	232	266	353	PaeAG1_02548	CDS			hypothetical protein
7479	3852	4659	2569	2712	3933	PaeAG1_02549	CDS	mlaA		putative phospholipid-binding lipoprotein MlaA
2025	991	1019	1530	1439	1119	PaeAG1_02550	CDS			hypothetical protein
10619	5590	4755	5401	4752	7579	PaeAG1_02551	CDS			two-component response regulator
4847	2308	2431	2576	2455	2737	PaeAG1_02552	CDS			hypothetical protein
6743	3544	2001	2399	2517	2773	PaeAG1_02553	CDS	tal	2.2.1.2	transaldolase B
1284	821	629	305	311	485	PaeAG1_02554	CDS			tRNA-dihydrouridine synthase A
509	254	418	472	433	541	PaeAG1_02555	CDS	yecD	3.-.-.-	Isochorismatase family protein YecD
753	380	444	512	433	490	PaeAG1_02556	CDS	tetA		Tetracycline resistance protein, class B
259	170	147	185	171	236	PaeAG1_02557	CDS			transcriptional regulator
1158	710	472	440	404	853	PaeAG1_02558	CDS			hypothetical protein
559	287	197	128	108	320	PaeAG1_02559	CDS			hypothetical protein
842	439	349	155	156	218	PaeAG1_02560	CDS			hypothetical protein
2822	1531	895	412	452	471	PaeAG1_02561	CDS			hypothetical protein
1652	825	869	368	340	322	PaeAG1_02562	CDS			hypothetical protein
396	212	134	206	257	308	PaeAG1_02563	CDS			hypothetical protein
32421	17636	6976	2566	2776	2163	PaeAG1_02564	CDS			chemotaxis transducer
5295	2879	1286	863	993	767	PaeAG1_02565	CDS	cpg2	3.4.17.11	glutamate carboxypeptidase
229	110	43	49	63	70	PaeAG1_02566	CDS			hypothetical protein
62	45	16	30	30	37	PaeAG1_02567	CDS			transcriptional regulator
191	106	46	98	115	107	PaeAG1_02568	CDS			hypothetical protein
343	170	109	171	174	188	PaeAG1_02569	CDS			hypothetical protein
162	88	34	100	85	80	PaeAG1_02570	CDS			hypothetical protein
586	291	244	593	449	691	PaeAG1_02571	CDS			hypothetical protein
708	348	454	372	404	543	PaeAG1_02572	CDS			hypothetical protein
1278	728	490	2650	1797	1859	PaeAG1_02573	CDS			hypothetical protein
1441	887	328	1057	1071	1043	PaeAG1_02574	CDS			hypothetical protein
1369	785	383	1327	1094	1276	PaeAG1_02575	CDS	yfdC		Inner membrane protein YfdC
3588	1813	991	1924	1657	1708	PaeAG1_02576	CDS			oxidoreductase
13	7	12	3	11	6	PaeAG1_02577	tRNA			tRNA-Val
500	308	226	149	138	309	PaeAG1_02578	CDS			hypothetical protein
575	344	130	203	166	453	PaeAG1_02579	CDS			hypothetical protein
369	209	153	228	205	275	PaeAG1_02580	CDS			hypothetical protein
251	118	103	109	119	173	PaeAG1_02581	CDS			hypothetical protein
203	147	114	130	143	232	PaeAG1_02582	CDS			hypothetical protein
866	485	252	503	519	524	PaeAG1_02583	CDS			hypothetical protein
1843	1179	1000	1252	1377	1778	PaeAG1_02584	CDS			hypothetical protein
1828	1185	668	606	630	959	PaeAG1_02585	CDS			isomerase
613	385	162	196	176	253	PaeAG1_02586	CDS			hypothetical protein
269	173	58	110	104	114	PaeAG1_02587	CDS			hypothetical protein
223	137	46	123	112	135	PaeAG1_02588	CDS			enoyl-CoA hydratase
