ID	TYPE	NAME	???	DESCRIPTION
PA1974	CDS			hypothetical protein
PA1975	CDS			hypothetical protein
PA1976	CDS	ercS'		sensor histidine kinase
PA1977	CDS			hypothetical protein
PA1978	CDS			glycerol metabolism activator
PA1979	CDS	eraS		sensor kinase EraS
PA1980	CDS	eraR		response regulator EraR
PA1981	CDS			hypothetical protein
PA1982	CDS	exaA		quinoprotein ethanol dehydrogenase
PA1983	CDS	exaB		cytochrome C550
PA1984	CDS	exaC		NAD+ dependent aldehyde dehydrogenase ExaC
PA1985	CDS	pqqA		coenzyme PQQ synthesis protein A
PA1986	CDS	pqqB		coenzyme PQQ synthesis protein B
PA1987	CDS	pqqC		pyrroloquinoline-quinone synthase
PA1988	CDS	pqqD		coenzyme PQQ synthesis protein D
PA1989	CDS	pqqE		coenzyme PQQ synthesis protein E
PA1990	CDS	pqqH		peptidase
PA1991	CDS			iron-containing alcohol dehydrogenase
PA1992	CDS	ercS		sensor histidine kinase
PA1993	CDS			hypothetical protein
PA1994	CDS			hypothetical protein
PA1995	CDS			hypothetical protein
PA1996	CDS	ppiC1		peptidyl-prolyl cis-trans isomerase C1
PA1997	CDS		6.2.1.16	acetoacetyl-CoA synthetase
PA1998	CDS	dhcR		transcriptional regulator DhcR
PA1999	CDS	dhcA		dehydrocarnitine CoA transferase subunit A
PA2000	CDS	dhcB		dehydrocarnitine CoA transferase subunit B
PA2001	CDS	atoB	2.3.1.9	acetyl-CoA acetyltransferase
PA2002	CDS			hypothetical protein
PA2003	CDS	bdhA	1.1.1.30	3-hydroxybutyrate dehydrogenase
PA2004	CDS			hypothetical protein
PA2005	CDS			transcriptional regulator
PA2006	CDS			major facilitator superfamily transporter
PA2007	CDS	maiA		maleylacetoacetate isomerase
PA2008	CDS	fahA		fumarylacetoacetase
PA2009	CDS	hmgA	1.13.11.5	homogentisate 1,2-dioxygenase
PA2010	CDS			transcriptional regulator
PA2011	CDS	liuE	4.1.3.4	3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy- methylglutaryl-CoA lyase
PA2012	CDS	liuD		methylcrotonyl-CoA carboxylase subunit alpha
PA2013	CDS	liuC		gamma-carboxygeranoyl-CoA hydratase
PA2014	CDS	liuB		methylcrotonyl-CoA carboxylase subunit beta
PA2015	CDS	liuA		isovaleryl-CoA dehydrogenase
PA2016	CDS	liuR		liu genes regulator
PA2017	CDS			hypothetical protein
PA2018	CDS			multidrug efflux protein
PA2019	CDS			multidrug efflux lipoprotein
PA2020	CDS			transcriptional regulator
PA2021	CDS			hypothetical protein
PA2022	CDS			UDP-glucose 6-dehydrogenase
PA2023	CDS	galU		UTP-glucose-1-phosphate uridylyltransferase
PA2024	CDS			ring-cleaving dioxygenase
PA2025	CDS	gor	1.8.1.7	glutathione reductase
PA2026	CDS			hypothetical protein
PA2027	CDS			hypothetical protein
PA2028	CDS			transcriptional regulator
PA2029	CDS			hypothetical protein
PA2030	CDS			hypothetical protein
PA2031	CDS			hypothetical protein
PA2032	CDS			transcriptional regulator
PA2033	CDS			hypothetical protein
PA2034	CDS			hypothetical protein
PA2035	CDS			thiamine pyrophosphate protein
PA2036	CDS			hypothetical protein
PA2037	CDS			hypothetical protein
PA2038	CDS			hypothetical protein
PA2039	CDS			hypothetical protein
PA2040	CDS			glutamine synthetase
PA2041	CDS			amino acid permease
PA2042	CDS			serine/threonine transporter SstT
PA2043	CDS			hypothetical protein
PA2044	CDS			hypothetical protein
PA2045	CDS			membrane protein insertion efficiency factor
PA2047	CDS			transcriptional regulator
PA2048	CDS			hypothetical protein
PA2049	CDS			hypothetical protein
PA2050	CDS			RNA polymerase sigma factor
PA2051	CDS			transmembrane sensor
PA2052	CDS	cynS	4.2.1.104	cyanate hydratase
PA2053	CDS	cynT		carbonic anhydrase
PA2054	CDS	cynR		DNA-binding transcriptional regulator CynR
PA2055	CDS			major facilitator superfamily transporter
PA2056	CDS			transcriptional regulator
PA2057	CDS			hypothetical protein
PA2058	CDS			ABC transporter
PA2059	CDS			ABC transporter permease
PA2060	CDS			ABC transporter permease
PA2061	CDS			ABC transporter ATP-binding protein
PA2062	CDS			pyridoxal-phosphate dependent protein
PA2063	CDS			hypothetical protein
PA2064	CDS	pcoB		copper resistance protein B
PA2065	CDS	pcoA		copper resistance protein A
PA2066	CDS			hypothetical protein
PA2067	CDS			hydrolase
PA2068	CDS			major facilitator superfamily transporter
PA2069	CDS			carbamoyl transferase
PA2070	CDS			hypothetical protein
PA2071	CDS	fusA2		elongation factor G
PA2072	CDS			hypothetical protein
PA2073	CDS			transporter membrane subunit
PA2074	CDS			hypothetical protein
PA2075	CDS			hypothetical protein
PA2076	CDS			transcriptional regulator
PA2077	CDS			hypothetical protein
PA2078	CDS			hypothetical protein
PA2079	CDS			amino acid permease
PA2080	CDS	kynU		kynureninase KynU
PA2081	CDS	kynB		kynurenine formamidase KynB
PA2082	CDS			transcriptional regulator
PA2083	CDS			ring-hydroxylating dioxygenase subunit
PA2084	CDS			asparagine synthetase
PA2085	CDS			ring-hydroxylating dioxygenase small subunit
PA2086	CDS			epoxide hydrolase
PA2087	CDS			hypothetical protein
PA2088	CDS			hypothetical protein
PA2089	CDS			hypothetical protein
PA2090	CDS			hypothetical protein
PA2091	CDS			hypothetical protein
PA2092	CDS			major facilitator superfamily transporter
PA2093	CDS			RNA polymerase sigma factor
PA2094	CDS			transmembrane sensor
PA2095	CDS			hypothetical protein
PA2096	CDS			transcriptional regulator
PA2097	CDS			flavin-binding monooxygenase
PA2098	CDS			esterase
PA2099	CDS			short-chain dehydrogenase
PA2100	CDS			transcriptional regulator
PA2101	CDS			hypothetical protein
PA2102	CDS			hypothetical protein
PA2103	CDS			molybdopterin biosynthesis protein MoeB
PA2104	CDS			cysteine synthase
PA2105	CDS			acetyltransferase
PA2106	CDS			hypothetical protein
PA2107	CDS			hypothetical protein
PA2108	CDS			thiamine pyrophosphate protein
PA2109	CDS			hypothetical protein
PA2110	CDS			hypothetical protein
PA2111	CDS			hypothetical protein
PA2112	CDS			hypothetical protein
PA2113	CDS	opdO		pyroglutatmate porin OpdO
PA2114	CDS			major facilitator superfamily transporter
PA2115	CDS			transcriptional regulator
PA2116	CDS			hypothetical protein
PA2117	CDS			hypothetical protein
PA2118	CDS	ada		O6-methylguanine-DNA methyltransferase
PA2118a	CDS			hypothetical protein
PA2119	CDS			alcohol dehydrogenase
PA2120	CDS			hypothetical protein
PA2121	CDS			transcriptional regulator
PA2122	CDS			hypothetical protein
PA2123	CDS			transcriptional regulator
PA2124	CDS			dehydrogenase
PA2125	CDS			aldehyde dehydrogenase
PA2126	CDS			hypothetical protein
PA2127	CDS			hypothetical protein
PA2128	CDS	cupA1		fimbrial subunit CupA1
PA2129	CDS	cupA2		chaperone CupA2
PA2130	CDS	cupA3		usher CupA3
PA2131	CDS	cupA4		fimbrial subunit CupA4
PA2132	CDS	cupA5		chaperone CupA5
PA2133	CDS			hypothetical protein
PA2134	CDS			hypothetical protein
PA2135	CDS			transporter
PA2136	CDS			hypothetical protein
PA2137	CDS			hypothetical protein
PA2138	CDS		6.5.1.1	multifunctional non-homologous end joining protein LigD
PA2140	CDS			metallothionein
PA2141	CDS			hypothetical protein
PA2142	CDS			short-chain dehydrogenase
PA2142a	CDS			hypothetical protein
PA2143	CDS			hypothetical protein
PA2144	CDS	glgP		glycogen phosphorylase
PA2145	CDS			hypothetical protein
PA2146	CDS			hypothetical protein
PA2147	CDS	katE	1.11.1.6	catalase HPII
PA2148	CDS			hypothetical protein
PA2149	CDS			hypothetical protein
PA2150	CDS			non-homologous end joining protein Ku
PA2151	CDS			alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase
PA2152	CDS			trehalose synthase
PA2153	CDS	glgB	2.4.1.18	1,4-alpha-glucan branching protein GlgB
PA2154	CDS			hypothetical protein
PA2155	CDS			cardiolipin synthase 2
PA2156	CDS			hypothetical protein
PA2157	CDS			hypothetical protein
PA2158	CDS			alcohol dehydrogenase
PA2159	CDS			hypothetical protein
PA2160	CDS			glycosyl hydrolase
PA2161	CDS			hypothetical protein
PA2162	CDS		5.4.99.15	malto-oligosyltrehalose synthase
PA2163	CDS			4-alpha-glucanotransferase
PA2164	CDS			glycosyl hydrolase
PA2165	CDS		2.4.1.21	glycogen synthase
PA2166	CDS			hypothetical protein
PA2167	CDS			hypothetical protein
PA2168	CDS			hypothetical protein
PA2169	CDS			hypothetical protein
PA2170	CDS			hypothetical protein
PA2171	CDS			hypothetical protein
PA2172	CDS			hypothetical protein
PA2173	CDS			hypothetical protein
PA2173a	CDS			hypothetical protein
PA2174	CDS			hypothetical protein
PA2175	CDS			hypothetical protein
PA2176	CDS			hypothetical protein
PA2177	CDS			sensor/response regulator hybrid protein
PA2178	CDS			hypothetical protein
PA2179	CDS			hypothetical protein
PA2180	CDS			hypothetical protein
PA2181	CDS			glutamate--cysteine ligase
PA2182	CDS			hypothetical protein
PA2183	CDS			hypothetical protein
PA2184	CDS			hypothetical protein
PA2185	CDS	katN		non-heme catalase KatN
PA2187	CDS			hypothetical protein
PA2188	CDS			alcohol dehydrogenase
PA2189	CDS			hypothetical protein
PA2190	CDS			hypothetical protein
PA2191	CDS	exoY		adenylate cyclase
PA2192	CDS			hypothetical protein
PA2193	CDS	hcnA		hydrogen cyanide synthase subunit HcnA
PA2194	CDS	hcnB		hydrogen cyanide synthase subunit HcnB
PA2195	CDS	hcnC		hydrogen cyanide synthase subunit HcnC
PA2196	CDS			transcriptional regulator
PA2197	CDS			hypothetical protein
PA2198	CDS			hypothetical protein
PA2199	CDS			dehydrogenase
PA2200	CDS			hypothetical protein
PA2201	CDS			hypothetical protein
PA2202	CDS			amino acid permease
PA2203	CDS			amino acid permease
PA2204	CDS			ABC transporter
PA2205	CDS			hypothetical protein
PA2206	CDS			transcriptional regulator
PA2207	CDS			hypothetical protein
PA2208	CDS			hypothetical protein
PA2209	CDS			hypothetical protein
PA2210	CDS			major facilitator superfamily transporter
PA2211	CDS			hypothetical protein
PA2212	CDS		1.1.1.262	4-hydroxythreonine-4-phosphate dehydrogenase
PA2213	CDS			porin
PA2214	CDS			major facilitator superfamily transporter
PA2215	CDS			hypothetical protein
PA2216	CDS			hypothetical protein
PA2217	CDS			aldehyde dehydrogenase
PA2218	CDS			hypothetical protein
PA2219	CDS	opdE		transcriptional regulator OpdE
PA2220	CDS			transcriptional regulator
PA2221	CDS			hypothetical protein
PA2222	CDS			hypothetical protein
PA2223	CDS			hypothetical protein
PA2224	CDS			hypothetical protein
PA2225	CDS			hypothetical protein
PA2226	CDS			hypothetical protein
PA2227	CDS	vqsM		HTH-type transcriptional regulator VqsM
PA2228	CDS			hypothetical protein
PA2229	CDS			hypothetical protein
PA2230	CDS			hypothetical protein
PA2231	CDS	pslA		biofilm formation protein PslA
PA2232	CDS	pslB		biofilm formation protein PslB
PA2233	CDS	pslC		biofilm formation protein PslC
PA2234	CDS	pslD		biofilm formation protein PslD
PA2235	CDS	pslE		biofilm formation protein PslE
PA2236	CDS	pslF		biofilm formation protein PslF
PA2237	CDS	pslG		biofilm formation protein PslG
PA2238	CDS	pslH		biofilm formation protein PslH
PA2239	CDS	pslI		biofilm formation protein PslI
PA2240	CDS	pslJ		biofilm formation protein PslJ
PA2241	CDS	pslK		biofilm formation protein PslL
PA2242	CDS	pslL		hypothetical protein
PA2243	CDS	pslM		FAD-binding dehydrogenase
PA2244	CDS	pslN		hypothetical protein
PA2246	CDS	bkdR		Bkd operon transcriptional regulator BkdR
PA2247	CDS	bkdA1		2-oxoisovalerate dehydrogenase subunit alpha
PA2248	CDS	bkdA2		2-oxoisovalerate dehydrogenase subunit beta
PA2249	CDS	bkdB		branched-chain alpha-keto acid dehydrogenase complex lipoamide acyltransferase
PA2250	CDS	lpdV	1.8.1.4	branched-chain alpha-keto acid dehydrogenase complex dihydrolipoyl dehydrogenase
PA2251	CDS			hypothetical protein
PA2252	CDS			AGCS sodium/alanine/glycine symporter
PA2253	CDS	ansA		L-asparaginase I
PA2254	CDS	pvcA		paerucumarin biosynthesis protein PvcA
PA2255	CDS	pvcB		paerucumarin biosynthesis protein PvcB
PA2256	CDS	pvcC		paerucumarin biosynthesis protein PvcC
PA2257	CDS	pvcD		paerucumarin biosynthesis protein PvcD
PA2258	CDS	ptxR		HTH-type transcriptional regulator PtxR
PA2259	CDS	ptxS		transcriptional regulator PtxS
PA2260	CDS			hypothetical protein
PA2261	CDS			2-ketogluconate kinase
PA2262	CDS			2-ketogluconate transporter
PA2263	CDS			2-hydroxyacid dehydrogenase
PA2264	CDS			hypothetical protein
PA2265	CDS			gluconate dehydrogenase
PA2266	CDS			cytochrome C
PA2267	CDS			transcriptional regulator
PA2268	CDS			hypothetical protein
PA2269	CDS			hypothetical protein
PA2270	CDS			transcriptional regulator
PA2271	CDS			acetyltransferase
PA2272	CDS	pbpC		penicillin-binding protein 3A
PA2273	CDS	soxR		redox-sensitive transcriptional activator SoxR
PA2274	CDS			hypothetical protein
PA2275	CDS			alcohol dehydrogenase
PA2276	CDS			transcriptional regulator
PA2277	CDS	arsR		ArsR family transcriptional regulator
PA2278	CDS	arsB		arsenite-antimonite efflux pump ArsB
PA2279	CDS	arsC		low molecular weight phosphatase
PA2280	CDS			hypothetical protein
PA2281	CDS			transcriptional regulator
PA2282	CDS			hypothetical protein
PA2283	CDS			hypothetical protein
PA2284	CDS			hypothetical protein
PA2285	CDS			hypothetical protein
PA2286	CDS			hypothetical protein
PA2287	CDS			hypothetical protein
PA2288	CDS			hypothetical protein
PA2289	CDS			hypothetical protein
PA2290	CDS	gcd		glucose dehydrogenase
PA2291	CDS			glucose-sensitive porin
PA2292	CDS			hypothetical protein
PA2293	CDS			hypothetical protein
PA2294	CDS			ABC transporter ATP-binding protein
PA2295	CDS			ABC transporter permease
PA2296	CDS			hypothetical protein
PA2297	CDS			ferredoxin
PA2298	CDS			oxidoreductase
PA2299	CDS			transcriptional regulator
PA2300	CDS	chiC		chitinase
PA2301	CDS			hypothetical protein
PA2302	CDS	ambE		protein AmbE
PA2303	CDS	ambD		protein AmbD
PA2304	CDS	ambC		protein AmbC
PA2305	CDS	ambB		protein AmbB
PA2306	CDS	ambA		protein AmbA
PA2307	CDS			ABC transporter permease
PA2308	CDS			ABC transporter ATP-binding protein
PA2309	CDS			hypothetical protein
PA2310	CDS			hypothetical protein
PA2311	CDS			hypothetical protein
PA2312	CDS			transcriptional regulator
PA2312a	CDS			hypothetical protein
PA2314	CDS			major facilitator superfamily transporter
PA2315	CDS			hypothetical protein
PA2316	CDS			transcriptional regulator
PA2317	CDS			oxidoreductase
PA2318	CDS			hypothetical protein
PA2319	CDS			transposase
PA2320	CDS	gntR		GntR family transcriptional regulator
PA2321	CDS			gluconokinase
PA2322	CDS			gluconate permease
PA2323	CDS			glyceraldehyde-3-phosphate dehydrogenase
PA2324	CDS			hypothetical protein
PA2325	CDS			hypothetical protein
PA2326	CDS			hypothetical protein
PA2327	CDS			ABC transporter permease
PA2328	CDS			hypothetical protein
PA2329	CDS			ABC transporter ATP-binding protein
PA2330	CDS			hypothetical protein
PA2331	CDS			hypothetical protein
PA2332	CDS			transcriptional regulator
PA2333	CDS			sulfatase
PA2334	CDS			transcriptional regulator
PA2335	CDS			TonB-dependent receptor
PA2336	CDS			hypothetical protein
PA2337	CDS	mtlR		transcriptional regulator MtlR
PA2338	CDS			maltose/mannitol ABC transporter substrate-binding protein
PA2339	CDS			binding-protein-dependent maltose/mannitol transport protein
PA2340	CDS			binding-protein-dependent maltose/mannitol transport protein
PA2341	CDS			maltose ABC transporter ATP-binding protein
PA2342	CDS	mtlD		mannitol dehydrogenase
PA2343	CDS	mtlY		xylulose kinase
PA2344	CDS	mtlZ		fructokinase
PA2345	CDS			hypothetical protein
PA2346	CDS			hypothetical protein
PA2347	CDS			hypothetical protein
PA2348	CDS			hypothetical protein
PA2349	CDS			hypothetical protein
PA2350	CDS			methionine ABC transporter ATP-binding protein
PA2351	CDS			ABC transporter permease
PA2352	CDS			glycerophosphoryl diester phosphodiesterase
PA2353	CDS			hypothetical protein
PA2354	CDS			transcriptional regulator
PA2355	CDS			FMNH2-dependent monooxygenase
PA2356	CDS	msuD		methanesulfonate monooxygenase
PA2357	CDS	msuE		FMN reductase MsuE
PA2358	CDS			hypothetical protein
PA2359	CDS			transcriptional regulator
PA2360	CDS			hypothetical protein
PA2361	CDS			hypothetical protein
PA2362	CDS			hypothetical protein
PA2363	CDS			hypothetical protein
PA2364	CDS			hypothetical protein
PA2365	CDS			hypothetical protein
PA2366	CDS			uricase
PA2367	CDS			hypothetical protein
PA2368	CDS			hypothetical protein
PA2369	CDS			hypothetical protein
PA2370	CDS			hypothetical protein
PA2371	CDS			ClpA/B-type protease
PA2373	CDS			hypothetical protein
PA2374	CDS			hypothetical protein
PA2375	CDS			hypothetical protein
PA2376	CDS			transcriptional regulator
PA2377	CDS			hypothetical protein
PA2378	CDS			aldehyde dehydrogenase
PA2379	CDS			oxidoreductase
PA2380	CDS			hypothetical protein
PA2381	CDS			hypothetical protein
PA2382	CDS	lldA		L-lactate dehydrogenase
PA2383	CDS			transcriptional regulator
PA2384	CDS			hypothetical protein
PA2385	CDS	pvdQ		acyl-homoserine lactone acylase PvdQ
PA2386	CDS	pvdA		L-ornithine N5-oxygenase
PA2387	CDS	fpvI		RNA polymerase sigma factor
PA2388	CDS	fpvR		protein FpvR
PA2389	CDS	pvdR		pyoverdine biosynthesis protein PvdR
PA2390	CDS	pvdT		pyoverdine biosynthesis protein PvdT
PA2391	CDS	opmQ		hypothetical protein
PA2392	CDS	pvdP		pyoverdine biosynthesis protein PvdP
PA2393	CDS			dipeptidase
PA2394	CDS	pvdN		pyoverdine biosynthesis protein PvdN
PA2395	CDS	pvdO		pyoverdine biosynthesis protein PvdO
PA2396	CDS	pvdF		pyoverdine synthetase F
PA2397	CDS	pvdE		pyoverdine biosynthesis protein PvdE
PA2398	CDS	fpvA		ferripyoverdine receptor
PA2399	CDS	pvdD		pyoverdine synthetase D
PA2400	CDS	pvdJ		pyoverdine biosynthesis protein PvdJ
PA2402	CDS			peptide synthase
PA2403	CDS			hypothetical protein
PA2404	CDS			hypothetical protein
PA2405	CDS			hypothetical protein
PA2406	CDS			hypothetical protein
PA2407	CDS			adhesion protein
PA2408	CDS			ABC transporter ATP-binding protein
PA2409	CDS			ABC transporter permease
PA2410	CDS			hypothetical protein
PA2411	CDS			thioesterase
PA2412	CDS			hypothetical protein
PA2413	CDS	pvdH	2.6.1.76	diaminobutyrate--2-oxoglutarate aminotransferase
PA2414	CDS			L-sorbosone dehydrogenase
PA2415	CDS			hypothetical protein
PA2416	CDS	treA	3.2.1.28	trehalase
PA2417	CDS			transcriptional regulator
PA2418	CDS			quercetin 2,3-dioxygenase
PA2419	CDS			hydrolase
PA2420	CDS			porin
PA2421	CDS			hypothetical protein
PA2422	CDS			hypothetical protein
PA2423	CDS			hypothetical protein
PA2424	CDS	pvdL		peptide synthase
PA2425	CDS	pvdG		pyoverdine biosynthesis protein PvdG
PA2426	CDS	pvdS		extracytoplasmic-function sigma-70 factor
